"","Endothelial","CAFs","PVL","B-cells","T-cells","Myeloid","Normal Epithelial","Plasmablasts","Cancer Epithelial","sid"
"Human_Breast_Andersson_10142021_ST_D5_10x10",0.100518518910888,0.161646799865143,0.0618136327041797,0.113435470590514,0.100586772078584,0.0769210987293825,0.0675059508060755,0.115108047245226,0.202463709070007,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x11",0.0969174513700102,0.196200876311588,0.074558167829411,0.0933419399393126,0.154130739987404,0.0897256308942841,0.049013208440226,0.0780957393580925,0.168016245869672,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x12",0.108970991933484,0.153371217858354,0.0693463530275496,0.0861537944179101,0.0886495107902552,0.10181532353901,0.0534115831908881,0.135714840280318,0.202566384962232,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x13",0.133938327839941,0.125257343369274,0.0562296496273739,0.0637623778534599,0.108565158539649,0.0807604692728326,0.0467311718547353,0.127361421845134,0.257394079797601,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x14",0.174667153497503,0.185585575965554,0.0774429197088179,0.0306454114582612,0.111040495037011,0.0933283255344756,0.0544079554681479,0.0682372913476664,0.204644871982563,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x15",0.197157375034009,0.124004855720576,0.0556447187029526,0.0655663869877753,0.0693517517964009,0.0840733757715669,0.0996175530511491,0.0727195404666713,0.231864442468899,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x16",0.0978121599108494,0.152679879917948,0.0383004085388268,0.0531277893885903,0.155245185151373,0.104408771997817,0.113193397991109,0.103157194112685,0.182075212990802,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x17",0.154957677985593,0.179997950609415,0.0357713611983734,0.0634411813681997,0.0960868784401823,0.152551480117023,0.0577204729312323,0.0878874880234207,0.171585509326561,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x18",0.0922307720168366,0.203992165132378,0.119211991732873,0.0363783051209005,0.0932364285667508,0.139138389426068,0.0742999398876286,0.0791043125027446,0.16240769561382,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x19",0.145812153681526,0.178302166871121,0.0707539615609717,0.0690026510970842,0.144677882303654,0.132800148924265,0.0511085304216859,0.0706226255895813,0.136919879550109,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x20",0.172302076320441,0.135976797636368,0.0628406650702881,0.0477097355643588,0.119712573954464,0.0926444730247676,0.0574509080220441,0.124568518315518,0.186794252091752,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x21",0.107313526485202,0.121429003891204,0.0820955574280044,0.0695925950744415,0.117326268309908,0.0957857641348997,0.101488837366232,0.0946343139322111,0.210334133377898,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x22",0.102661305285463,0.0952627927468377,0.100653109780333,0.094946722294129,0.0629639908559333,0.0627785892685886,0.123815135653904,0.142163090709206,0.214755263405605,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x23",0.083403263110232,0.0382934053879291,0.0556430818247177,0.0827969897577191,0.114514140544035,0.0557129874566842,0.167188871825264,0.159903471972735,0.242543788120684,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x24",0.110923394538543,0.15694964720756,0.0394343226561644,0.0477631519532654,0.0560645006128008,0.0710462551888286,0.0835784008569509,0.185840112510648,0.248400214475239,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x25",0.0528467521230978,0.139536289668136,0.0416916687892412,0.0356328598349556,0.100504462956025,0.0709688655008085,0.121476996283476,0.225194174272638,0.212147930571621,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x7",0.131091913811174,0.138308916084121,0.137302221484533,0.0467112197712415,0.104327512383471,0.130540659338047,0.0176723412404816,0.183459493556783,0.110585722330149,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x8",0.0777595530945563,0.13206294033981,0.0668156367787889,0.0896506715634449,0.169280491912316,0.118870432653281,0.06614056205731,0.160006537634375,0.119413173966119,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_10x9",0.0892096584849863,0.260748204155866,0.116507820717994,0.036466936907404,0.183283234499097,0.102500875683033,0.0519784083184729,0.0383437146413751,0.120961146591773,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_11x10",0.12519590162211,0.148811611667235,0.05597476794601,0.0804063509804641,0.0904489906121782,0.103532658325518,0.0913131453954734,0.101852921354384,0.202463652096628,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_11x11",0.125554928478444,0.15520786548984,0.0573422461049621,0.0528011381929295,0.0889272786010333,0.0761841218816332,0.0956863539199503,0.0773181510873799,0.270977916243827,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_11x12",0.109812193019196,0.210306884552738,0.0796295360456704,0.0318520466189377,0.0926774385439054,0.137983087213952,0.0611468036333202,0.0968180029703507,0.17977400740193,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_11x13",0.118364067868939,0.10412428268727,0.0870125468983733,0.0319482251352268,0.0961681775033086,0.0643953434479264,0.107238022488401,0.118258723227802,0.272490610742753,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_11x14",0.134392209820387,0.126666075025131,0.0694011760095144,0.0684928625497805,0.0558073441494022,0.0925310842129814,0.0513226380472426,0.156731056206732,0.244655553978829,"Human_Breast_Andersson_10142021_ST_D5"
"Human_Breast_Andersson_10142021_ST_D5_11x15",0.108820749403626,0.103345664338223,0.0881163392533837,0.0715198555933207,0.104593647823526,0.0850149537718973,0.0772876430281484,0.104892789693458,0.256408357094417,"Human_Breast_Andersson_10142021_ST_D5"
