"","Endothelial","CAFs","PVL","Plasmablasts","T-cells","Myeloid","Cancer Epithelial","Normal Epithelial","B-cells"
"8x15",0.00561435021393022,0.243295430394326,0.0688719106538902,0.123573404212168,0.00218241567813889,0.0931755540567305,0.459795073245686,0.00295921986721492,0.000532641677914878
"11x16",0.00413927289585176,0.203956194829839,0.0467110869133863,0.500386610682707,0.000311009702755141,0.0423856102197822,0.20103098206652,0.000979514200133311,9.9718489024745e-05
"22x16",0.000538696732491506,0.33015195080731,0.0082019084176209,0.275741022225853,5.07965523658904e-05,0.0295755709749593,0.355298861873815,0.000395604869385087,4.55875461988422e-05
"27x16",0.00075767762785139,0.277190272787155,0.0384685370666306,0.007224983913798,0.000167135470501785,0.0166002859205799,0.655054054924988,0.00437748529688215,0.000159566991612908
"26x16",0.00161701629513739,0.483023365699741,0.0242361405044235,0.154976172391438,0.000217470143843778,0.0255307260979871,0.307962151252484,0.00219395790811004,0.000242999706835276
"25x16",0.00216582981306672,0.352683239311352,0.0204296984713374,0.166878201563362,0.000323777361786327,0.0262905487393821,0.430024497499747,0.000996629254417593,0.000207577985549256
"18x16",0.00150890444817128,0.263476313481374,0.0135387613611175,0.15227060680974,0.000447572335050785,0.0627104888004987,0.50509275954204,0.000807172651017841,0.000147420570989978
"20x16",0.00167766450859852,0.303716862753337,0.0347148246425889,0.303265707816063,6.82140131121952e-05,0.0561803819040354,0.299911635103206,0.000422749372646633,4.19598864123841e-05
"21x16",0.000862604384748756,0.205821113467574,0.0348362668527581,0.491117568435344,8.76378609876712e-06,0.02408779461001,0.243191473744058,6.67617404962047e-05,7.65297891231753e-06
"10x16",0.00967242917948898,0.388398540618772,0.00235607060056497,0.063992380613741,0.000352728517009906,0.105338304161662,0.426391262909389,0.00218634512057099,0.00131193827880059
"17x16",0.00654657838337105,0.416139524934413,0.0149845087731126,0.133991298972205,0.000217650592187656,0.107945386079452,0.318557147061048,0.000840841485567275,0.000777063718642595
"8x16",0.0120165947909339,0.112163238579804,0.171353912279706,0.171911787534667,0.000126605624735182,0.0308370475189512,0.500021606889899,0.00104740366834731,0.000521803112957269
"9x16",0.00871556988688305,0.158047839071506,0.0293240295098472,0.420992697112944,0.000331638145810048,0.0177011954545553,0.363298207030032,0.00130229176719853,0.00028653202122359
"16x16",0.000863392322690174,0.287593213954205,0.0515077587254257,0.0616238488431837,0.000252761614578691,0.213148406944786,0.383753062015537,0.00115369802291571,0.000103857556678262
"19x16",0.00391175606460713,0.289782548605534,0.0829958259560935,0.191032779837664,0.00154103254342644,0.0577235567552636,0.370371327813241,0.00135944679920342,0.00128172562496648
"6x16",0.00290513865871614,0.314064429196447,0.0622859441890247,0.164872896096847,0.000399971188348324,0.0789988605283923,0.375179368349705,0.000979747388289918,0.00031364440422947
"23x16",0.00161459223862772,0.218156851237204,0.0391712614666136,0.54484707343603,2.84258258901116e-05,0.0262773598076281,0.169685247638788,0.000167212833106363,5.19755161119822e-05
"13x16",0.00769632657479025,0.280410783703086,0.0048517419548604,0.38612121865466,0.000598630775829228,0.104397239630711,0.213711209785323,0.000623570855665724,0.00158927806507334
"12x16",0.00444405529166042,0.188108384789073,0.024912663985609,0.262247165695959,0.000476781428133108,0.0769532988396257,0.442054504443606,0.00038562247073947,0.000417523055593677
"24x16",0.000400409932831488,0.400424037601184,0.00551579146232367,0.331707348570408,1.89989092399269e-05,0.10375923551349,0.157882907629167,0.000284984237927798,6.2861434281634e-06
"15x16",0.00180400445615755,0.190975320726373,0.0646901840283682,0.380086741523636,0.000665750532112137,0.0609417132235145,0.297592230707488,0.0020518845853148,0.00119217021703685
"7x16",0.00866642531526406,0.269144939849587,0.0737788045566549,0.142748639133656,0.00050892270857266,0.0920126038070257,0.409545952616029,0.00304431798621824,0.000549394026992845
"14x16",0.00510405581717467,0.282105582281412,0.041558400989354,0.237147217003463,0.00031387538687305,0.121156746710065,0.309375261088449,0.00244255621516911,0.000796304508040058
"22x17",0.00140620796037895,0.291335060469139,0.072150801206957,0.243260320630282,0.000145261156543027,0.0930931488400076,0.297569503043408,0.000720317395231565,0.000319379298052751
"20x17",0.00442908795945762,0.322232585533863,0.0226502772485941,0.0473202431650218,0.000108697151904436,0.0720469084806513,0.530505232899187,0.000633674781504047,7.32927798174432e-05
"27x17",0.00348502635549234,0.451086185715828,0.0113184775319453,0.16235667328772,0.000405843261471368,0.0513954832427046,0.318025661290013,0.00134163907965773,0.00058501023516648
"28x17",0.00215241411026925,0.192932870370778,0.00148299471566718,0.0974365276018123,0.000131485319028736,0.00946068742195343,0.695438003682935,0.000873923294953402,9.10934826025691e-05
"13x17",0.0011211682492748,0.244774210954979,0.0164787972244906,0.402264524708422,0.000489726686256205,0.111447750297035,0.22304495959525,0.000244657743205837,0.000134204541086606
"11x17",0.00925812523199394,0.322639615198083,0.00748632511464522,0.272407698284796,0.00115471259463126,0.0955449471867254,0.287581333307718,0.00285090320939853,0.00107633987200862
"14x17",0.00512344843935011,0.327028681696275,0.00529809452344873,0.279024879474165,0.00201903451391032,0.153012215905361,0.225247843456087,0.000593104288050628,0.00265269770335213
"19x17",0.00369707081793873,0.194417029255295,0.0193438296549965,0.108267439448488,9.96412093035842e-05,0.0457852664866933,0.628004988141759,0.000323349683277512,6.13853022486358e-05
"6x17",0.00355706864910996,0.171764909142331,0.221946598682521,0.0153447245469098,0.00120489592151387,0.0855712551597723,0.493863054982617,0.00651218920052502,0.000235303714700424
"16x17",0.00686711366229206,0.252853378110904,0.0594630889709873,0.106960036233212,0.00196695725256083,0.123514762883736,0.437472939204154,0.00962991893441441,0.00127180474773957
"21x17",0.0023413259241229,0.107728866247883,0.0737269822098753,0.23437744011591,5.61896274612029e-05,0.0671125227126809,0.514248591756027,0.000365725550387047,4.23558556522324e-05
"23x17",0.0015481100124935,0.433473573024607,0.01596842838158,0.38296754233605,1.51171603967821e-05,0.0252958217749597,0.140397658770444,0.00028704640470732,4.67021347622902e-05
"26x17",0.00549207442923047,0.488848306799089,0.00546093825674834,0.0840652391228137,0.000405257908922567,0.0930432034558959,0.321929103369501,0.000573898829951456,0.000181977827847904
"8x17",0.0144329848643597,0.181611088678504,0.0165787742930777,0.20511485605009,0.00214326542308022,0.084550904961181,0.490857930315392,0.00207008073225027,0.00264011468206458
"25x17",0.00308076169047915,0.482712807958144,0.0778616101295842,0.0808533121015159,0.000336750266157729,0.122325012543921,0.231471614887027,0.00118569159898682,0.000172438824185564
"17x17",0.00217308391936488,0.376015586131497,0.0304756244712493,0.162185892745983,0.000149416200330853,0.0577746984128192,0.36857158098259,0.00257200560043393,8.21115357311114e-05
"9x17",0.000398743691216998,0.164191781796006,0.102761470311621,0.245530361146736,7.01997923454043e-05,0.136687260488624,0.349724577167344,0.000453090778334331,0.000182514827771385
"10x17",0.00491518649110061,0.200715887707833,0.0334644855481828,0.310717036302628,0.000308711511474915,0.0256454475390722,0.423368008071998,0.000632034075548894,0.00023320275216123
"18x17",0.000860981338650751,0.336787124389226,0.0886499808690762,0.17218895592005,9.34581284923333e-05,0.0455518857804405,0.355073674398747,0.000743898631310899,5.00405440055062e-05
"15x17",0.00406421320901928,0.237595547789183,0.0144900470975291,0.373512067027002,0.00057003778424228,0.0993770002519621,0.265732911161837,0.00371083289428651,0.000947342784939126
"7x17",0.0013437207627207,0.325380885556765,0.00784664375110286,0.156790381980041,0.0005284374660734,0.0950301224425419,0.409964643073277,0.0029228326872358,0.000192332280241332
"12x17",0.00411955393883362,0.295113572143165,0.0182037311769493,0.261429188152803,0.000307071509996674,0.153888660250681,0.264877405746883,0.00130425548637128,0.00075656159431721
"24x17",0.00482625395970276,0.283454089335504,0.0657055941506738,0.270420410347828,0.000649107945994273,0.0600404372713887,0.312609999460474,0.00157252084249233,0.000721586685943223
"11x18",0.0211584387697739,0.287141359293743,0.0500254943947898,0.18940181561882,0.000301837602415962,0.130761990571568,0.316821208342268,0.00369018799016114,0.000697667416460551
"22x18",0.000883950589094505,0.298283741408752,0.00905233120513914,0.0385968591902676,2.43451362143307e-05,0.0540207381425231,0.599011530786193,0.00012098292432789,5.52061748847606e-06
"28x18",0.00248115999463971,0.41958247867727,0.00644008456980257,0.0234925502233939,0.000336282841125082,0.0515716865686147,0.495287423707456,0.00061541696584932,0.000192916451849321
"21x18",0.00483190492034511,0.174396638639501,0.00514059024487456,0.0937282350477406,0.000176161511159983,0.0184870960844667,0.703086261854061,0.000134301086990518,1.88106108603455e-05
"20x18",0.00469440715489044,0.316625448995495,0.0096460119448039,0.0678292425315274,0.000268070854403743,0.0825739756017641,0.517616033908354,0.000499700170103102,0.000247108838658068
"15x18",0.00250954908912088,0.173638205369031,0.00590069100269675,0.568832531606624,0.000349448636336777,0.0836313413658827,0.162813699638332,0.00178077293193348,0.00054376036004279
"25x18",0.000247046707207263,0.431113242942591,0.0447393602542304,0.0428588022445668,3.18803687827485e-05,0.105302681023516,0.374076924381517,0.00162409832529365,5.96375229473375e-06
"27x18",0.00727251231583992,0.476526637914891,0.16430125816457,0.0108002020792904,0.000179478483476279,0.0560239013067616,0.283905868929766,0.000896933080572715,9.32077248324367e-05
"26x18",0.00196941829174309,0.484195678739941,0.030544222552707,0.207597964400532,0.000138641536381802,0.0522937310502621,0.222350374434462,0.000658630342335842,0.000251338651634611
"10x18",0.0154176151361366,0.24009147341115,0.0114730397542887,0.289759451076871,0.000943619480534294,0.111121092147303,0.327725215151871,0.00135542585328194,0.00211306798856349
