"","Endothelial","CAFs","PVL","B-cells","T-cells","Myeloid","Normal Epithelial","Plasmablasts","Cancer Epithelial"
"9x12",0.0037204630203924,0.0108700413630978,0.00183727178648134,0.000267949315253358,0.000537736219196853,0.0156846260185239,0.000273892426425131,0.960414489769502,0.00639353008112687
"5x12",0.00371512080578294,0.0148348646471685,0.00108372009582639,0.000655540649158186,0.0016124414061909,0.0146002455307517,0.000619539429527469,0.957086012943051,0.00579251449254317
"13x12",0.0090523664925331,0.0199582776248007,0.012331193176728,0.000782222488872759,0.00370514827978207,0.0324394969049566,0.00491084030949219,0.844428021328129,0.0723924333947053
"3x12",0.000499965426352064,0.0122574742205622,0.00070633429422451,7.14136692944913e-05,0.000154042986094773,0.00565172042782955,8.42684472410322e-05,0.97981364324116,0.000761137287241665
"14x12",0.000920788194907398,0.00470116435316753,0.000900720178427676,8.63762123710596e-05,0.00043839178758762,0.00884056166840688,0.000259209124114788,0.977323947522816,0.00652884095820071
"4x12",0.00163234784050387,0.00114998479941875,0.000385252449296502,7.07466435079532e-05,0.000152294475521185,0.00162236448047073,9.0179469994334e-05,0.99435855512947,0.000538274711817197
"12x12",0.00701433351072643,0.00895982120774567,0.0054147503261623,0.000164085440059039,0.00052669225349561,0.0171167889554056,0.0020139717638461,0.938491500758281,0.020298055784278
"6x12",0.00221598294226039,0.00950157658511738,0.00280226380621378,0.000273184042422977,0.000705317627754957,0.00900966875810971,0.000510478779236568,0.972897310085199,0.00208421737368524
"22x13",0.000424338703837235,0.00133942007085652,0.000321475724611146,6.71460151285796e-05,0.000199586338964866,0.00181056897789223,8.16929735083456e-05,0.995573854507746,0.000181916687454774
"19x13",0.00157878900108992,0.00508861987327433,0.00132962638653962,7.47572696705912e-05,0.000440165917379285,0.015736744756273,0.000359780574116432,0.973447758141056,0.0019437580806012
"11x13",0.000324113844443836,0.00108739012708561,0.000199718976221072,4.2904322144307e-05,7.46378654591091e-05,0.00358195246070795,2.52319712995838e-05,0.99435176226637,0.000312288166268267
"18x13",0.000858238244438437,0.000947017587928964,0.000262953695396507,5.30808410015107e-05,0.000260967825186067,0.00416116289891726,5.77221951525e-05,0.99267229096009,0.000726565751888688
"20x13",0.00108177935321881,0.00478117277101799,0.00160993750876581,0.000123442841804168,0.000351295665766297,0.00793684351766642,0.000345270257548406,0.983005536080844,0.000764722003368514
"21x13",0.00471810927968762,0.00476134527207432,0.0037982937709228,0.00068260492042934,0.00173729790968029,0.0276089723402208,0.000864324074929073,0.950880672470001,0.0049483799620543
"5x13",0.00081168478149034,0.00527837227909922,0.00113756994171219,0.00014486619481732,0.000187423936546637,0.00699881787879979,0.000174584396444326,0.983568326266842,0.001698354324248
"7x13",0.000641047423278832,0.00751005063527503,0.00124371163942102,0.00012881714559611,0.000189567299826179,0.00920742593741608,0.000179550200168171,0.978871793240138,0.00202803647888016
"10x13",0.000965613432722163,0.00422590724301833,0.000821797403342925,0.000171643491113623,0.000423914596703189,0.00770135827754565,0.000150001311351111,0.982881670472735,0.00265809377146831
"16x13",0.00427275003129438,0.0093392137865909,0.00389105842694931,0.000875766636261385,0.00639981405916295,0.0352051715902519,0.00027093959137843,0.934947119846758,0.00479816603135293
"9x13",0.00584336842787636,0.00634047281433586,0.00517938116874388,0.0013026971482303,0.00270592231929964,0.0263718224633186,0.0013877899551184,0.941808376224399,0.00906016947867777
"4x13",0.00324295896294221,0.0105034769389872,0.00155455921393634,0.000564730599417796,0.00129224776419701,0.0151964827771646,0.000629333956182273,0.963387936172024,0.00362827361514909
"6x13",0.00120352683806195,0.00702027465326283,0.000522259181033588,0.000104822561285998,0.00037896199834986,0.00306087631403287,0.000308116927754831,0.985769394515159,0.00163176701105887
"8x13",0.000800159983014783,0.0106622174664321,0.00120102519653371,7.2007967471167e-05,0.00029005777808461,0.00682747317843701,0.000216711505124669,0.979107136720417,0.000823210204485052
"17x13",0.000954037282385024,0.00509818890769938,0.00121984166379472,5.92789264740972e-05,0.000453640168291008,0.00938093625658191,6.76761775905011e-05,0.98186968838007,0.000896712237112794
"3x13",0.00379101008126984,0.0181449367861211,0.00171988010725436,0.000943907560182709,0.00130056842587747,0.0104188857894295,0.000529064372272256,0.958075985592341,0.00507576128525153
"12x13",0.00629758606637725,0.0101549334151828,0.00172200324589414,0.000208494705582398,0.00127970991851657,0.0144521013778035,0.00113122777053952,0.935432350674647,0.0293215928254574
"14x13",0.00719301086309742,0.0155016470235525,0.00365721386519739,0.000549337848452611,0.00118369184806932,0.0299076609103722,0.00397744985298351,0.863402658654349,0.0746273291339256
"13x13",0.00544965035022801,0.0125699473854162,0.00230221329513189,0.000503489471560017,0.000977549528647418,0.0228880752016023,0.00159526346208734,0.934404115643933,0.019309695661394
"15x13",0.00275680082041605,0.00886019812062061,0.00354696244896553,0.000300455009406996,0.000859817283849553,0.011860924071667,0.00159451885562337,0.956836150951842,0.0133841724376085
"18x14",0.00117262189666629,0.00400459177944828,0.000438209754336937,0.00014517264292016,0.000192830662821019,0.0083906193329665,0.000123303156028217,0.983503787084528,0.00202886369028409
"21x14",0.00109810448186017,0.000890012412193733,0.000350148019799907,9.08587405477407e-05,0.000212312589766945,0.00698110989187374,7.62545474647248e-05,0.989626951856244,0.000674247460249538
"22x14",0.000136514491199186,0.0016355908917689,0.000667481400581731,2.46349095668903e-05,0.000105145941618892,0.00128618317244088,3.32721446708994e-05,0.995991098247939,0.000120078800213499
"20x14",0.00585775863142235,0.0111055492578123,0.00866214691993778,0.000721632619929715,0.00349933407833045,0.0182643646717618,0.00178039869150785,0.942130659534281,0.00797815559501632
"10x14",0.00264975226316446,0.00667912483877318,0.00226541545145661,0.000234363256131126,0.00112822226456289,0.0160803294843064,0.000552458367324934,0.967831414128491,0.00257891994578963
"19x14",0.000957196025455655,0.00369173647198423,0.00166491957638255,0.000265244356068424,0.000638462684840779,0.0179636740185173,0.000355796180659109,0.973470358014926,0.000992612671165903
"11x14",0.000359942807523745,0.00127389528617843,0.000310147201583126,6.18433423455e-05,0.000145014279674332,0.00398266659777856,4.96844123317986e-05,0.993586818020987,0.000229988051597202
"7x14",0.000707668507459084,0.00579761303973537,0.000998931040195478,0.000288036087494157,0.000875493047437942,0.00650602101231219,0.000429063550351833,0.983116404931232,0.00128076878378149
"8x14",0.00158337759241685,0.00922623426071568,0.00135255625505626,0.000147479538657682,0.000412978053905102,0.00646824028647555,0.00102037220671188,0.978309445152045,0.00147931665401655
"16x14",0.00574293054806405,0.00896262728778382,0.00130195856729699,0.000633433419308233,0.00153869981087549,0.0173023025285005,0.00201038853191341,0.950692529333963,0.0118151299722946
"5x14",0.00370379678679786,0.0167778475102563,0.00166785248398265,0.000398222950069206,0.000729578155585014,0.0190864108082959,0.00227757704591636,0.941715994701565,0.0136427195575312
"6x14",0.000841588786577035,0.00531267239253731,0.000749151742629743,0.000142833403002673,0.00028727443925078,0.00508407907064306,0.000231619565584427,0.986335657024306,0.00101512357546943
"12x14",0.00949837604257604,0.00976387501058002,0.00486298453490459,0.000601893329530044,0.00147194716230517,0.019907808257341,0.00169523299979683,0.944854167671077,0.00734371499188934
"17x14",0.00624790494015668,0.0186793218258973,0.01149743659511,0.000699780441621243,0.001563437828403,0.0365556271263306,0.00819879110866671,0.845629318331891,0.0709283818019237
"13x14",0.00342652776130095,0.00258782106942323,0.0023291085785139,7.99756883551684e-05,0.000276341763368352,0.00610304562638752,0.000952098782638429,0.975426463250559,0.00881861747945352
"15x14",0.00193502589784001,0.00244938060459739,0.00107016298217903,8.57805736495297e-05,0.000246063828047524,0.00558740004202514,0.000568861739268307,0.965752228452719,0.0223050958796739
"23x14",0.000119567804358805,0.00126636658891848,9.90613471150111e-05,3.8149783927055e-06,5.88195940755914e-06,0.00390496395699717,6.5990549790092e-06,0.99455921474662,3.45295632110241e-05
"4x14",0.0156421120976619,0.0418490501113487,0.0105221635227843,0.00176029232004322,0.00470711313287993,0.0902837094788508,0.00400507485971857,0.768963882147175,0.0622666023295372
"9x14",0.00882069781714841,0.0259126127641303,0.0137625794790235,0.00208978135969907,0.00697147374071608,0.0498680700046694,0.00438891730771946,0.875531188698893,0.0126546788280009
