"","X","Endothelial","CAFs","PVL","B.cells","T.cells","Myeloid","Normal.Epithelial","Plasmablasts","Cancer.Epithelial","sid","X1","invasive.cancer","stroma","lymphocyte","others"
"27","BC23377_D1_20x8",0.0463061252781076,0.122341349939581,0.0864481744045597,0.442973844094767,0.0721728058114874,0.0126907966033593,0.078207853075195,0.0123994420120441,0.126459608780898,"BC23377_D1","20x8",0.126459608780898,0.255095649622248,0.527546091918298,0.0908986496785543
"28","BC23377_D1_16x8",0.03852970449937,0.130710134357507,0.0977018273831348,0.468429661575747,0.0704903414738555,0.0199209587843644,0.047227190713775,0.00360023199830385,0.123389949213942,"BC23377_D1","16x8",0.123389949213942,0.266941666240012,0.542520235047906,0.0671481494981394
"29","BC23377_D1_18x8",0.0661251000278918,0.15771312784296,0.146971138381575,0.19483078915691,0.0840114944251474,0.0681626181773535,0.0862031045023129,0.0474402955590446,0.148542331926805,"BC23377_D1","18x8",0.148542331926805,0.370809366252427,0.326282579141102,0.154365722679666
"30","BC23377_D1_24x8",0.0502380123266846,0.0804020469263505,0.117866772156126,0.219357834529199,0.0656720001196629,0.0355878430514056,0.149224396370977,0.0740622909710104,0.207588803548585,"BC23377_D1","24x8",0.207588803548585,0.248506831409161,0.359092125619872,0.184812239422383
"31","BC23377_D1_23x8",0.05158429255703,0.215966250281832,0.0937242309735198,0.196847284931086,0.0824939010528778,0.0573219127850075,0.0554581321204532,0.100472064329654,0.14613193096854,"BC23377_D1","23x8",0.14613193096854,0.361274773812382,0.379813250313618,0.112780044905461
"32","BC23377_D1_17x8",0.0986774803379534,0.0787864479965353,0.11876917321902,0.184041944059232,0.118790144950507,0.0362204200251457,0.0794678096949261,0.0078289624355522,0.277417617281128,"BC23377_D1","17x8",0.277417617281128,0.296233101553509,0.310661051445291,0.115688229720072
"33","BC23377_D1_22x9",0.0574258464106139,0.180632076565401,0.119859918846296,0.202477205322274,0.0891257336159981,0.0279983019089722,0.0746106217504736,0.0728955288313451,0.174974766748627,"BC23377_D1","22x9",0.174974766748627,0.357917841822311,0.364498467769617,0.102608923659446
"34","BC23377_D1_30x9",0.0560283116239292,0.135719229013507,0.0286574908994823,0.364804989410876,0.137272506826846,0.0330342434555855,0.129153265168563,0.0468253732370347,0.0685045903641768,"BC23377_D1","30x9",0.0685045903641768,0.220405031536918,0.548902869474757,0.162187508624148
"35","BC23377_D1_28x9",0.0382107979081259,0.111412675932182,0.0495374914242346,0.435672325061857,0.0968448393881922,0.00991364229523496,0.0614599854456285,0.114659002845265,0.0822892396992801,"BC23377_D1","28x9",0.0822892396992801,0.199160965264543,0.647176167295314,0.0713736277408635
"36","BC23377_D1_19x9",0.0682903049395975,0.116377523651189,0.207754305704282,0.162136723980636,0.111841166679043,0.0337140729157718,0.0880448693720149,0.0632431734561198,0.148597859301346,"BC23377_D1","19x9",0.148597859301346,0.392422134295068,0.337221064115799,0.121758942287787
"37","BC23377_D1_23x9",0.0211862257379874,0.142498383243134,0.100525877915534,0.122333585120217,0.0754393163286949,0.062788992945339,0.0730479658585538,0.11093015980335,0.29124949304719,"BC23377_D1","23x9",0.29124949304719,0.264210486896655,0.308703061252262,0.135836958803893
"38","BC23377_D1_21x9",0.0986591424901346,0.205335571921503,0.128914567095582,0.145053797015602,0.0295666190989088,0.00905700539837866,0.0878445244685671,0.11311563113617,0.182453141375153,"BC23377_D1","21x9",0.182453141375153,0.43290928150722,0.287736047250681,0.0969015298669458
"39","BC23377_D1_18x9",0.0806551308389418,0.142916016082743,0.0745903208651167,0.118484122439968,0.124399977528392,0.100353572869326,0.0507513538682983,0.0317226026044738,0.27612690290274,"BC23377_D1","18x9",0.27612690290274,0.298161467786802,0.274606702572834,0.151104926737624
"40","BC23377_D1_27x9",0.0558012875889667,0.175385333440475,0.0591175601142444,0.284263125447717,0.0669617335335773,0.00959678612341728,0.0452504055781338,0.172265414169999,0.13135835400347,"BC23377_D1","27x9",0.13135835400347,0.290304181143686,0.523490273151293,0.0548471917015511
"41","BC23377_D1_20x9",0.0546595779935183,0.150299013021249,0.124209468123304,0.253561663604574,0.0577743309349641,0.0454003232562381,0.0662125927366468,0.0594771245282558,0.18840590580125,"BC23377_D1","20x9",0.18840590580125,0.329168059138071,0.370813119067794,0.111612915992885
"42","BC23377_D1_26x9",0.0757719342402856,0.239411504109493,0.101429639312356,0.146693969724664,0.0874700347641377,0.0849543305232912,0.0801750470670513,0.0150827717027316,0.16901076855599,"BC23377_D1","26x9",0.16901076855599,0.416613077662135,0.249246776191533,0.165129377590342
"43","BC23377_D1_17x9",0.0717414719753675,0.153585968125834,0.0488149352913948,0.177881549520346,0.0853381881723505,0.0308086140223329,0.161933513551941,0.00658464790617371,0.26331111143426,"BC23377_D1","17x9",0.26331111143426,0.274142375392596,0.26980438559887,0.192742127574274
"44","BC23377_D1_24x9",0.0554623978272052,0.106830938512222,0.103346736834215,0.23027741254327,0.083666783601167,0.0436257702257141,0.0873062968741996,0.0311982038848379,0.258285459697169,"BC23377_D1","24x9",0.258285459697169,0.265640073173642,0.345142400029275,0.130932067099914
"45","BC23377_D1_14x9",0.0480092686774081,0.0848027129693276,0.126862966292726,0.141815139139556,0.19126321717337,0.007890588540685,0.0778188379192934,0.0182595257981213,0.303277743489512,"BC23377_D1","14x9",0.303277743489512,0.259674947939462,0.351337882111047,0.0857094264599784
"46","BC23377_D1_25x9",0.0328725023864104,0.160391928655517,0.147362010313185,0.0805842160620478,0.11197210705375,0.119627239444573,0.0587367741872725,0.00440357257825392,0.28404964931899,"BC23377_D1","25x9",0.28404964931899,0.340626441355112,0.196959895694052,0.178364013631846
"47","BC23377_D1_29x9",0.0874160520104514,0.231443345069634,0.197271877600912,0.0503180354779481,0.0438470727661393,0.0782358416175238,0.0358328810194725,0.203001013808573,0.072633880629346,"BC23377_D1","29x9",0.072633880629346,0.516131274680997,0.29716612205266,0.114068722636996
"48","BC23377_D1_16x9",0.0387172410269361,0.126336856670187,0.106615283959875,0.14332858466417,0.145415230620629,0.025667090002582,0.15983202356501,0.0171229694859736,0.236964720004638,"BC23377_D1","16x9",0.236964720004638,0.271669381656998,0.305866784770773,0.185499113567592
"49","BC23377_D1_15x9",0.05757258966803,0.243057677515723,0.101198132924881,0.231467174108511,0.0596885666725991,0.0403958876264723,0.0576087858773886,0.0372701709846711,0.171741014621724,"BC23377_D1","15x9",0.171741014621724,0.401828400108634,0.328425911765781,0.0980046735038609
"50","BC23377_D1_22x10",0.0603454136786274,0.17266749769657,0.120691808936345,0.139636174851035,0.0788928653340151,0.0680450319977516,0.0470102248180319,0.0383778842719154,0.274333098415708,"BC23377_D1","22x10",0.274333098415708,0.353704720311542,0.256906924456966,0.115055256815783
"51","BC23377_D1_25x10",0.0916819848067789,0.126228606062381,0.0938953074761452,0.302796852134476,0.0730966222728194,0.0697366054444662,0.0819956864704498,0.0109166657075737,0.14965166962491,"BC23377_D1","25x10",0.14965166962491,0.311805898345305,0.386810140114869,0.151732291914916
"52","BC23377_D1_32x10",0.0534687529085837,0.178818939730371,0.0941876730992093,0.32161683367653,0.0927962059784579,0.103301752175566,0.0427286046727028,0.00574943444535637,0.107331803313223,"BC23377_D1","32x10",0.107331803313223,0.326475365738164,0.420162474100344,0.146030356848269
"53","BC23377_D1_17x10",0.119721802106362,0.10836452384621,0.167202689986623,0.126545694991288,0.0404802895722422,0.0189303752894748,0.0829238659451801,0.0481124172283905,0.287718341034229,"BC23377_D1","17x10",0.287718341034229,0.395289015939195,0.215138401791921,0.101854241234655
"54","BC23377_D1_19x10",0.0460536897903392,0.153368561108854,0.085336392263267,0.125627501573711,0.202180019657374,0.0229328187988352,0.084227610221244,0.0238663440443551,0.256407062542021,"BC23377_D1","19x10",0.256407062542021,0.28475864316246,0.35167386527544,0.107160429020079
"55","BC23377_D1_21x10",0.0854819095418822,0.173228252423313,0.143715242218279,0.209530706255929,0.0668324957358702,0.0332838105197628,0.0706533624778902,0.0441448714186915,0.173129349408382,"BC23377_D1","21x10",0.173129349408382,0.402425404183474,0.320508073410491,0.103937172997653
"56","BC23377_D1_26x10",0.0665861874704805,0.22249269966407,0.0644228019205989,0.207988009799949,0.129168497083441,0.0720707432509461,0.0637339088231615,0.0198702927426761,0.153666859244677,"BC23377_D1","26x10",0.153666859244677,0.353501689055149,0.357026799626066,0.135804652074108
"57","BC23377_D1_31x10",0.0578788471040945,0.181322660832086,0.108719623421278,0.259033386102807,0.0919165419479915,0.095217082443847,0.0436151140899053,0.0302489265799432,0.132047817478047,"BC23377_D1","31x10",0.132047817478047,0.347921131357459,0.381198854630742,0.138832196533752
"58","BC23377_D1_20x10",0.0667193512710943,0.143278083597077,0.140693345029487,0.224042446520411,0.060715186992293,0.0218333368042317,0.0494767584378431,0.104590141290231,0.188651350057332,"BC23377_D1","20x10",0.188651350057332,0.350690779897658,0.389347774802935,0.0713100952420748
