"","X","Endothelial","CAFs","PVL","Plasmablasts","T.cells","Myeloid","Cancer.Epithelial","Normal.Epithelial","B.cells","sid","X1","invasive.cancer","stroma","lymphocyte","others"
"23","BC23272_D2_3x7",0.0166990566544027,0.108663793360088,0.0266880412718742,0.0730988066421083,0.0344271275936648,0.133458860431338,0.479800330517901,0.0820336338389565,0.0451303496896663,"BC23272_D2","3x7",0.479800330517901,0.152050891286365,0.152656283925439,0.215492494270294
"24","BC23272_D2_11x8",0.0198384724814774,0.1400620510677,0.115093357055238,0.32867972095349,0.00416053489525202,0.0968063585995762,0.233864634507076,0.0422202720556122,0.0192745983845776,"BC23272_D2","11x8",0.233864634507076,0.274993880604415,0.35211485423332,0.139026630655188
"25","BC23272_D2_10x8",0.00308402500760681,0.151677294665785,0.0524606577432794,0.327903560324642,0.00608376031463483,0.0726284539835809,0.334901279138327,0.0373066603747251,0.0139543084474191,"BC23272_D2","10x8",0.334901279138327,0.207221977416671,0.347941629086696,0.109935114358306
"26","BC23272_D2_9x8",0.00487125913257047,0.069230877629279,0.0085091852632887,0.363621419573084,0.0136330524321056,0.092606142180343,0.372955804434859,0.0358428237310049,0.0387294356234649,"BC23272_D2","9x8",0.372955804434859,0.0826113220251382,0.415983907628655,0.128448965911348
"27","BC23272_D2_14x8",0.00369759892868038,0.0600745909629102,0.0465698577008357,0.0908392074829284,0.018918768564351,0.00443370385190716,0.679868458874495,0.051479500460655,0.0441183131732373,"BC23272_D2","14x8",0.679868458874495,0.110342047592426,0.153876289220517,0.0559132043125622
"28","BC23272_D2_2x8",0.00795706190085083,0.135352909759478,0.0226162708104511,0.314081100772249,0.0316511912689447,0.0789374001037707,0.192621755362596,0.10084274132153,0.11593956870013,"BC23272_D2","2x8",0.192621755362596,0.16592624247078,0.461671860741324,0.179780141425301
"29","BC23272_D2_13x8",0.00500821598109343,0.099366191196896,0.0561330955470689,0.200212249617044,0.0120232965419871,0.0875109124664269,0.491251017880663,0.0415782791462965,0.00691674162252482,"BC23272_D2","13x8",0.491251017880663,0.160507502725058,0.219152287781556,0.129089191612723
"30","BC23272_D2_5x8",0.000637160521645928,0.102606823155158,0.00433416497060784,0.34794769298,0.000726651002040794,0.127181250537099,0.401743004887366,0.0141249637077249,0.000698288238356902,"BC23272_D2","5x8",0.401743004887366,0.107578148647412,0.349372632220398,0.141306214244824
"31","BC23272_D2_6x8",0.00825685120736366,0.134902110493868,0.0252142268168715,0.349283524263384,0.0198348514121131,0.0545269889327013,0.347761831440193,0.0336864715815921,0.0265331438519137,"BC23272_D2","6x8",0.347761831440193,0.168373188518103,0.395651519527411,0.0882134605142934
"32","BC23272_D2_8x8",0.00321709663842606,0.143700504832957,0.0344880676675679,0.323260818067128,0.0168340438244276,0.0658668854888274,0.330706954997828,0.051743241209421,0.0301823872734163,"BC23272_D2","8x8",0.330706954997828,0.181405669138951,0.370277249164972,0.117610126698248
"33","BC23272_D2_12x8",0.0152502136558354,0.143439304335562,0.0729684925910692,0.437314524261932,0.0338800085073151,0.046976158743439,0.145671638323318,0.0228387049534334,0.0816609546280956,"BC23272_D2","12x8",0.145671638323318,0.231658010582467,0.552855487397343,0.0698148636968724
"34","BC23272_D2_3x8",0.00177880999465074,0.123636450479105,0.101205723379408,0.295033342014223,0.00516249415609507,0.0687436900906747,0.349700804178816,0.036682843839395,0.0180558418676311,"BC23272_D2","3x8",0.349700804178816,0.226620983853164,0.318251678037949,0.10542653393007
"35","BC23272_D2_4x8",0.00272219437538418,0.177877354014871,0.0297930251848875,0.157744952975427,0.018315500715819,0.117573532376145,0.328616201159393,0.0946166555348683,0.072740583663204,"BC23272_D2","4x8",0.328616201159393,0.210392573575143,0.24880103735445,0.212190187911013
"36","BC23272_D2_7x8",0.00225633012625727,0.140476293596852,0.0193206951398404,0.187852133785043,0.00844646779652914,0.0829857347205562,0.482117537550872,0.0534708653084297,0.02307394197562,"BC23272_D2","7x8",0.482117537550872,0.16205331886295,0.219372543557192,0.136456600028986
"37","BC23272_D2_8x9",0.0040557082216529,0.235216770765438,0.00444573716675392,0.0563396788715512,0.0324350133256499,0.0494965338101733,0.492145393565908,0.0550621708580814,0.0708029934147913,"BC23272_D2","8x9",0.492145393565908,0.243718216153845,0.159577685611992,0.104558704668255
"38","BC23272_D2_9x9",0.00194664645111292,0.255973187626774,0.0689330890338625,0.228921461367219,0.00643585664089386,0.0590974448299323,0.289720526804167,0.066517088405069,0.0224546988409695,"BC23272_D2","9x9",0.289720526804167,0.326852923111749,0.257812016849082,0.125614533235001
"39","BC23272_D2_11x9",0.00683693607783371,0.0923690245945362,0.139000633720948,0.186226316095036,0.0355437544370346,0.108987970077299,0.346713394027145,0.0383835808271905,0.0459383901429777,"BC23272_D2","11x9",0.346713394027145,0.238206594393318,0.267708460675048,0.14737155090449
"40","BC23272_D2_13x9",0.00347790967583209,0.0897834507224795,0.0349415085729627,0.310186552756439,0.00389617193764193,0.0306708283779055,0.505834419991793,0.0171591412134891,0.00405001675145734,"BC23272_D2","13x9",0.505834419991793,0.128202868971274,0.318132741445538,0.0478299695913946
"41","BC23272_D2_7x9",0.00534455595085196,0.16443249119962,0.0449498936253602,0.127707860310065,0.00611948122881267,0.14185047113634,0.435976555977921,0.0501090941709478,0.0235095964000807,"BC23272_D2","7x9",0.435976555977921,0.214726940775832,0.157336937938958,0.191959565307288
"42","BC23272_D2_10x9",0.00694613654206257,0.124864569315274,0.0127337535690593,0.308082056118855,0.0146549934824786,0.0649516800493191,0.413620932220814,0.0237429441025263,0.0304029345996102,"BC23272_D2","10x9",0.413620932220814,0.144544459426396,0.353139984200944,0.0886946241518454
"43","BC23272_D2_5x9",0.00142305767942947,0.0764948655994227,0.00572656305048813,0.128890930267854,0.0180381249632962,0.103776943487856,0.509830225335331,0.0973940517385097,0.0584252378778125,"BC23272_D2","5x9",0.509830225335331,0.0836444863293403,0.205354293108963,0.201170995226366
"44","BC23272_D2_2x9",0.00248377540628166,0.0826339133125235,0.0771168075977295,0.360115636108603,0.0094781903511738,0.0865849611794173,0.323648108082135,0.0277135030894798,0.0302251048726562,"BC23272_D2","2x9",0.323648108082135,0.162234496316535,0.399818931332433,0.114298464268897
"45","BC23272_D2_3x9",0.000947566855412767,0.137736732047412,0.00148746237452403,0.514418476011072,0.000700046671656078,0.0997357285979945,0.2325858869647,0.0108958507289387,0.0014922497482902,"BC23272_D2","3x9",0.2325858869647,0.140171761277349,0.516610772431018,0.110631579326933
"46","BC23272_D2_15x9",0.00088972411603098,0.0691173793577543,0.0516665611702024,0.0279015047607722,0.000350910489662045,0.0678948377315355,0.767221297627445,0.0144443046460713,0.000513480100526231,"BC23272_D2","15x9",0.767221297627445,0.121673664643988,0.0287658953509605,0.0823391423776068
"47","BC23272_D2_14x9",0.00138715134763038,0.0156695078620683,0.258582293507068,0.0489093509207578,0.000730273151501733,0.0247779545077472,0.586730046485061,0.0623954864101763,0.000817935807988737,"BC23272_D2","14x9",0.586730046485061,0.275638952716767,0.0504575598802483,0.0871734409179235
"48","BC23272_D2_6x9",0.00270036454501965,0.201405561376871,0.0085003203491906,0.204985719178524,0.00579851860069246,0.0980954884902984,0.415204876656289,0.0528567989476471,0.010452351855468,"BC23272_D2","6x9",0.415204876656289,0.212606246271081,0.221236589634684,0.150952287437946
"49","BC23272_D2_4x9",0.00578161898054785,0.0906263507567471,0.0155562960459597,0.091185100451353,0.0352015772843322,0.111160581229489,0.566888311832672,0.0372239981208432,0.0463761652980564,"BC23272_D2","4x9",0.566888311832672,0.111964265783255,0.172762843033742,0.148384579350332
"50","BC23272_D2_12x9",0.012290634227872,0.203511715621873,0.14823928284578,0.131752179711602,0.0234838363234576,0.0826440898522409,0.286055388208732,0.0486049679568502,0.0634179052515928,"BC23272_D2","12x9",0.286055388208732,0.364041632695525,0.218653921286652,0.131249057809091
"51","BC23272_D2_10x10",0.00995568789818425,0.170223101948848,0.0505264669851835,0.256040096473935,0.0141242612243156,0.102187123048003,0.307624705461023,0.043663926641353,0.0456546303191548,"BC23272_D2","10x10",0.307624705461023,0.230705256832216,0.315818988017405,0.145851049689356
"52","BC23272_D2_2x10",0.00833669195651661,0.166046517851227,0.052266021637113,0.103347957688077,0.00974656372124449,0.066669475381445,0.529886557340797,0.0520268828658935,0.0116733315576872,"BC23272_D2","2x10",0.529886557340797,0.226649231444857,0.124767852967009,0.118696358247339
"53","BC23272_D2_11x10",0.00611215212975056,0.205974826842791,0.151823036434093,0.102146811799093,0.006211419827423,0.023227628599871,0.429438188367057,0.0582900458021065,0.0167758901978147,"BC23272_D2","11x10",0.429438188367057,0.363910015406635,0.125134121824331,0.0815176744019775
"54","BC23272_D2_16x10",0.000102414918295798,0.0223354444986564,0.00696890590456956,0.124997293225622,0.000257999578826618,0.0111958164572786,0.822823975599102,0.0111546060926592,0.000163543724989267,"BC23272_D2","16x10",0.822823975599102,0.0294067653215218,0.125418836529438,0.0223504225499378
"55","BC23272_D2_9x10",0.0153404491474196,0.10642345301643,0.0465507995525142,0.345205419557899,0.0168552543565465,0.0890015597357077,0.283765899772817,0.0502342046523616,0.0466229602083045,"BC23272_D2","9x10",0.283765899772817,0.168314701716364,0.40868363412275,0.139235764388069
"56","BC23272_D2_14x10",0.00299206129977713,0.0848464112123352,0.114241495416685,0.0250236168627165,0.00268736716286491,0.0372277709349152,0.698067223204824,0.0328348753394899,0.00207917856639322,"BC23272_D2","14x10",0.698067223204824,0.202079967928797,0.0297901625919746,0.0700626462744051
"57","BC23272_D2_15x10",0.00217538604809392,0.0524350164555963,0.0380575470628414,0.126619272036049,0.00209150707788884,0.025199546512212,0.726883809250512,0.0239648848128101,0.00257303074399615,"BC23272_D2","15x10",0.726883809250512,0.0926679495665316,0.131283809857934,0.0491644313250221
"58","BC23272_D2_7x10",0.000888530609034959,0.0383335173820392,0.00760066828032579,0.0531492980227017,0.00016187165057071,0.0567909125231906,0.825405157201022,0.0174814597307347,0.000188584600380678,"BC23272_D2","7x10",0.825405157201022,0.0468227162714,0.0534997542736531,0.0742723722539253
"59","BC23272_D2_13x10",0.00159961144321451,0.0142767108566814,0.0286066159720041,0.218146229600928,0.00192498729418672,0.0355691931122063,0.64471441079395,0.0534692158944524,0.00169302503237621,"BC23272_D2","13x10",0.64471441079395,0.0444829382719,0.221764241927491,0.0890384090066587
"60","BC23272_D2_12x10",0.00346122641824931,0.104562641367736,0.00744872355374469,0.425505095641605,0.00367437017885677,0.0107058432496304,0.370022478922792,0.0696138885873535,0.00500573208003293,"BC23272_D2","12x10",0.370022478922792,0.11547259133973,0.434185197900495,0.0803197318369839
"61","BC23272_D2_6x10",0.00800078808439954,0.0957789622989633,0.0202959620199268,0.397666895620638,0.00279156908411263,0.0909911216334166,0.358021397608246,0.0220223494278261,0.00443095422247102,"BC23272_D2","6x10",0.358021397608246,0.12407571240329,0.404889418927222,0.113013471061243
"62","BC23272_D2_8x10",0.00539744146954444,0.160125578617061,0.0486885540296565,0.238865988442825,0.0119545247963835,0.061991546179319,0.404534018017104,0.0512976154302997,0.0171447330178072,"BC23272_D2","8x10",0.404534018017104,0.214211574116262,0.267965246257016,0.113289161609619
"63","BC23272_D2_5x10",0.0010768690676003,0.13595583477305,0.0221628641572413,0.625761684274083,0.000436132063078201,0.0283541727961715,0.15939141489002,0.0245383571648539,0.00232267081390188,"BC23272_D2","5x10",0.15939141489002,0.159195567997892,0.628520487151063,0.0528925299610254
"64","BC23272_D2_3x10",0.0104797409517754,0.196060775501861,0.0400932849187842,0.299218016528135,0.00776911259102525,0.0983277998225086,0.265860819009446,0.0527057366946383,0.0294847139818258,"BC23272_D2","3x10",0.265860819009446,0.246633801372421,0.336471843100986,0.151033536517147
"65","BC23272_D2_4x10",0.00360039446354664,0.198477890484582,0.0206161500750985,0.243116573561337,0.0132449859692658,0.0505719815207219,0.402529430606281,0.0531628548346199,0.0146797384845469,"BC23272_D2","4x10",0.402529430606281,0.222694435023227,0.27104129801515,0.103734836355342
"66","BC23272_D2_20x11",0.00882926880454282,0.201890057650665,0.114117337358246,0.079002720789382,0.0573996707915323,0.0480540854459502,0.336803499465041,0.0983855099884374,0.0555178497062038,"BC23272_D2","20x11",0.336803499465041,0.324836663813454,0.191920241287118,0.146439595434388
"67","BC23272_D2_4x11",0.00130797232755833,0.146865747315231,0.0398346723118803,0.519379884420724,0.000638243144959263,0.104945463954343,0.176155673737846,0.00627774148644919,0.00459460130100937,"BC23272_D2","4x11",0.176155673737846,0.18800839195467,0.524612728866693,0.111223205440792
"68","BC23272_D2_2x11",0.00477996664732696,0.0684336964570175,0.00222155912149129,0.0903575659084384,0.00939040139187512,0.0653851306943701,0.746713895165805,0.0086430460256575,0.00407473858801809,"BC23272_D2","2x11",0.746713895165805,0.0754352222258357,0.103822705888332,0.0740281767200276
"69","BC23272_D2_9x11",0.00737250315021179,0.180508841926185,0.0126141088737889,0.383677112538669,0.0120275360023815,0.0417345964123809,0.255729469892047,0.0885359654139907,0.0177998657903449,"BC23272_D2","9x11",0.255729469892047,0.200495453950186,0.413504514331395,0.130270561826372
"70","BC23272_D2_5x11",0.00207365567542553,0.137635168465942,0.00862871929518732,0.446828293273832,0.00181058145836076,0.0395371551588064,0.349212634261019,0.0109687962744042,0.00330499613702296,"BC23272_D2","5x11",0.349212634261019,0.148337543436555,0.451943870869216,0.0505059514332106
"71","BC23272_D2_10x11",0.0149318324993468,0.178749719513476,0.0361932705209377,0.316573644146138,0.0471715714541713,0.0269202628904839,0.262832220243319,0.0399516792225086,0.076675799509618,"BC23272_D2","10x11",0.262832220243319,0.22987482253376,0.440421015109927,0.0668719421129925
"72","BC23272_D2_19x11",0.00278229025588899,0.2457724461824,0.0144432595795348,0.254405129515665,0.00303909193452583,0.072196118268631,0.369139437532683,0.0293584440258519,0.0088637827048195,"BC23272_D2","19x11",0.369139437532683,0.262997996017824,0.26630800415501,0.101554562294483
"73","BC23272_D2_7x11",0.0085404867715449,0.0693001765089785,0.0212564559775496,0.441978568986818,0.0135678107664453,0.0739833295448118,0.310015279147062,0.0369919228356477,0.0243659694611426,"BC23272_D2","7x11",0.310015279147062,0.099097119258073,0.479912349214406,0.11097525238046
"74","BC23272_D2_15x11",0.000788130435253146,0.00838201581695206,0.00434129980434099,0.0820298155573445,0.00104287459076316,0.00804643186751927,0.865536620263615,0.0261181213908085,0.00371469027340319,"BC23272_D2","15x11",0.865536620263615,0.0135114460565462,0.0867873804215109,0.0341645532583278
"75","BC23272_D2_18x11",0.00242560216296415,0.10487897975414,0.0618904953796448,0.284069176077728,0.00221049309609744,0.0293388574266153,0.445368298225283,0.0623671941912247,0.00745090368630195,"BC23272_D2","18x11",0.445368298225283,0.169195077296749,0.293730572860127,0.09170605161784
"76","BC23272_D2_6x11",0.00145432943744692,0.0462531488050386,0.0295424880949006,0.693607946420079,0.00115300446222789,0.0215236206438719,0.168552416416933,0.0358821058842834,0.00203093983521833,"BC23272_D2","6x11",0.168552416416933,0.0772499663373861,0.696791890717525,0.0574057265281553
"77","BC23272_D2_16x11",0.00175649555383126,0.073402899399486,0.0648121601297584,0.259587173920246,0.00202758928315251,0.0748521363473188,0.492781338355316,0.0266736968743685,0.00410651013652185,"BC23272_D2","16x11",0.492781338355316,0.139971555083076,0.26572127333992,0.101525833221687
"78","BC23272_D2_8x11",0.00128772168471688,0.0939694576997017,0.0218423096500406,0.671035259387504,0.00278444006609462,0.00936260579701475,0.161328220443865,0.028354026751876,0.0100359585191871,"BC23272_D2","8x11",0.161328220443865,0.117099489034459,0.683855657972786,0.0377166325488908
"79","BC23272_D2_3x11",0.0106662987815956,0.1961007436205,0.0573301959052989,0.203186125438651,0.0257266244446001,0.193315700526721,0.242167415035298,0.0286796530511069,0.0428272431962275,"BC23272_D2","3x11",0.242167415035298,0.264097238307395,0.271739993079479,0.221995353577828
"80","BC23272_D2_13x11",0.00260632554204868,0.0898036199269244,0.0426268376836654,0.0260750587708425,0.000678445201325194,0.030008272684611,0.745845493544603,0.0616011549360279,0.000754791709952376,"BC23272_D2","13x11",0.745845493544603,0.135036783152638,0.0275082956821201,0.0916094276206389
"81","BC23272_D2_12x11",0.00315692060286503,0.244381016695838,0.123961500980817,0.223397414060682,0.0109550467617121,0.0642611241148988,0.294403579015673,0.0321006130515645,0.00338278471594883,"BC23272_D2","12x11",0.294403579015673,0.37149943827952,0.237735245538343,0.0963617371664633
"82","BC23272_D2_14x11",0.00343147876064503,0.0290844164459722,0.0745161727965582,0.414675313279121,0.00538230294229907,0.0118246247355665,0.398614624508336,0.059213136292907,0.00325793023859467,"BC23272_D2","14x11",0.398614624508336,0.107032068003175,0.423315546460015,0.0710377610284735
"83","BC23272_D2_17x11",0.00299418661705231,0.0643266897515164,0.116707705955166,0.223880521607374,0.0115274200924494,0.0274208881290722,0.522241193785299,0.0205807169166657,0.0103206771454049,"BC23272_D2","17x11",0.522241193785299,0.184028582323735,0.245728618845228,0.0480016050457379
"84","BC23272_D2_20x12",0.00888054122988815,0.168600052958016,0.0233736404720831,0.360615287132595,0.0239008708392009,0.0923687999654924,0.241479799031495,0.0351463741945414,0.0456346341766879,"BC23272_D2","20x12",0.241479799031495,0.200854234659987,0.430150792148484,0.127515174160034
"85","BC23272_D2_22x12",0.00518710313031761,0.138138995060502,0.0190858536721517,0.430200567925684,0.0127754588442296,0.0187530453894034,0.306565170633982,0.0396536282270183,0.029640177116711,"BC23272_D2","22x12",0.306565170633982,0.162411951862971,0.472616203886625,0.0584066736164217
"86","BC23272_D2_11x12",0.00332133141220073,0.228234682450341,0.0114313225726257,0.152796681620068,0.00228416770305686,0.0428685679843524,0.54483965561508,0.0108407304013088,0.0033828602409653,"BC23272_D2","11x12",0.54483965561508,0.242987336435167,0.15846370956409,0.0537092983856612
"87","BC23272_D2_16x12",0.0029299654117018,0.0613035189019719,0.0564287788584059,0.187240876804073,0.000523593406362398,0.0319337749797856,0.646641236553558,0.0125456395447298,0.000452615539412018,"BC23272_D2","16x12",0.646641236553558,0.12066226317208,0.188217085749847,0.0444794145245154
"88","BC23272_D2_21x12",0.00400338370866357,0.107221883492677,0.0418453867550727,0.306106023343711,0.0167561415742392,0.110707528236876,0.29389341300735,0.0484719868975092,0.0709942529839012,"BC23272_D2","21x12",0.29389341300735,0.153070653956413,0.393856417901851,0.159179515134385
"89","BC23272_D2_25x12",0.010822134335849,0.0980873207480554,0.0176066157023457,0.450196634362181,0.0112707197607658,0.106256113480746,0.0914668925596373,0.0846056134321153,0.129687955618304,"BC23272_D2","25x12",0.0914668925596373,0.12651607078625,0.591155309741251,0.190861726912861
"90","BC23272_D2_13x12",0.00203839483280674,0.285411311591457,0.113941969743349,0.0239856039185478,0.00609232716007846,0.0604808033873781,0.442576996398045,0.0505162684177166,0.0149563245506216,"BC23272_D2","13x12",0.442576996398045,0.401391676167613,0.0450342556292479,0.110997071805095
"91","BC23272_D2_19x12",0.00320062561734383,0.196302829862653,0.0262176891625555,0.34180360762501,0.0145731697023696,0.090587163331974,0.241730833235979,0.0683894524457539,0.0171946290163617,"BC23272_D2","19x12",0.241730833235979,0.225721144642552,0.373571406343741,0.158976615777728
"92","BC23272_D2_24x12",0.0135170481609596,0.124322786292869,0.121369252464888,0.254683314332708,0.0230031538134016,0.119598864459015,0.275975782569339,0.0371532385267588,0.0303765593800612,"BC23272_D2","24x12",0.275975782569339,0.259209086918717,0.308063027526171,0.156752102985774
"93","BC23272_D2_15x12",0.00198008425996695,0.0592975110215714,0.0145201992537527,0.246592194640394,0.00195023422435186,0.0687605975718806,0.569239428747196,0.0337245091979981,0.00393524108288847,"BC23272_D2","15x12",0.569239428747196,0.075797794535291,0.252477669947634,0.102485106769879
"94","BC23272_D2_7x12",0.00551997506328385,0.100127095435034,0.0203046862464183,0.484878621126132,0.00839877108756265,0.0198259948184158,0.244693439601357,0.0899938846156809,0.0262575320061164,"BC23272_D2","7x12",0.244693439601357,0.125951756744736,0.519534924219811,0.109819879434097
"95","BC23272_D2_12x12",0.00238803305060189,0.10076824982433,0.219167874340431,0.179412592470828,0.00233785999202672,0.0284295025395556,0.447142280121967,0.0182760873593185,0.00207752030094206,"BC23272_D2","12x12",0.447142280121967,0.322324157215363,0.183827972763797,0.0467055898988741
"96","BC23272_D2_14x12",0.000687919336106033,0.0606695622626727,0.276998442338045,0.143277079631611,0.0095201124421739,0.103376841710793,0.364047881854718,0.0323529977214067,0.00906916270247347,"BC23272_D2","14x12",0.364047881854718,0.338355923936824,0.161866354776258,0.1357298394322
"97","BC23272_D2_18x12",0.00143702002785184,0.165098259432224,0.026128090884521,0.30317311767711,0.00710342233744221,0.0534528665166991,0.398736179426404,0.0323022774210711,0.0125687662766768,"BC23272_D2","18x12",0.398736179426404,0.192663370344597,0.322845306291229,0.0857551439377702
"98","BC23272_D2_10x12",0.000892170119694198,0.134406973619184,0.00671866014791742,0.372022465821376,0.00379839813014154,0.0201911231320331,0.377662117980792,0.0727636786003999,0.0115444124484627,"BC23272_D2","10x12",0.377662117980792,0.142017803886796,0.38736527639998,0.092954801732433
"99","BC23272_D2_8x12",0.00795573811320158,0.156156895297847,0.0121764366161419,0.139270795594912,0.00138245951664221,0.142150043050468,0.475955281955189,0.0615526209776174,0.00339972887798114,"BC23272_D2","8x12",0.475955281955189,0.17628907002719,0.144052983989535,0.203702664028085
